,Edita,Alina,Andrei,Liviu,Oana,Silviu,Mada,Meli,least2,gold
262_11,2.0,2.0,,,,,,,True,0
262_12,2.0,2.0,,,,,,,True,0
262_13,2.0,2.0,,,,,,,True,0
262_14,2.0,2.0,,,,,,,True,0
262_15,2.0,2.0,,,,,,,True,0
262_16,2.0,2.0,,,,,,,True,0
262_17,2.0,2.0,,,,,,,True,0
262_18,2.0,2.0,,,,,,,True,0
262_19,2.0,2.0,,,,,,,True,0
263_0,2.0,2.0,,,,,,,True,0
263_1,2.0,0.0,,,,,,,True,0
263_2,2.0,2.0,,,,,,,True,0
263_3,2.0,2.0,,,,,,,True,0
263_4,2.0,2.0,,,,,,,True,0
263_5,2.0,2.0,,,,,,,True,0
263_6,2.0,0.0,,,,,,,True,0
263_7,2.0,2.0,,,,,,,True,0
263_8,2.0,2.0,,,,,,,True,0
263_9,2.0,0.0,,,,,,,True,0
263_10,2.0,2.0,,,,,,,True,0
263_11,2.0,2.0,,,,,,,True,0
263_12,2.0,2.0,,,,,,,True,0
263_13,2.0,2.0,,,,,,,True,0
263_14,2.0,2.0,,,,,,,True,0
263_15,2.0,2.0,,,,,,,True,0
263_16,2.0,2.0,,,,,,,True,0
263_17,2.0,2.0,,,,,,,True,0
263_18,2.0,2.0,,,,,,,True,0
263_19,2.0,2.0,,,,,,,True,0
263_20,2.0,2.0,,,,,,,True,0
263_21,2.0,2.0,,,,,,,True,0
263_22,2.0,2.0,,,,,,,True,0
263_23,2.0,2.0,,,,,,,True,0
263_24,2.0,2.0,,,,,,,True,0
263_25,2.0,2.0,,,,,,,True,0
263_26,2.0,2.0,,,,,,,True,0
263_27,2.0,2.0,,,,,,,True,0
263_28,2.0,2.0,,,,,,,True,0
264_0,2.0,2.0,,,,,,,True,0
264_1,2.0,0.0,,,,,,,True,0
264_2,2.0,0.0,,,,,,,True,0
264_3,2.0,0.0,,,,,,,True,0
264_4,2.0,0.0,,,,,,,True,0
264_5,2.0,0.0,,,,,,,True,0
264_6,2.0,2.0,,,,,,,True,0
264_7,2.0,0.0,,,,,,,True,0
264_8,2.0,2.0,,,,,,,True,0
264_9,2.0,0.0,,,,,,,True,0
264_10,2.0,2.0,,,,,,,True,0
264_11,2.0,2.0,,,,,,,True,0
264_12,0.0,0.0,,,,,,,True,0
264_13,2.0,2.0,,,,,,,True,0
264_14,2.0,2.0,,,,,,,True,0
264_15,2.0,2.0,,,,,,,True,0
264_16,2.0,2.0,,,,,,,True,0
264_17,2.0,2.0,,,,,,,True,0
264_18,2.0,2.0,,,,,,,True,0
264_19,2.0,0.0,,,,,,,True,0
265_0,2.0,2.0,,,,,,,True,0
265_1,2.0,2.0,,,,,,,True,0
265_2,2.0,2.0,,,,,,,True,0
265_3,2.0,2.0,,,,,,,True,0
265_4,2.0,2.0,,,,,,,True,0
265_5,2.0,2.0,,,,,,,True,0
265_6,2.0,2.0,,,,,,,True,0
265_7,2.0,2.0,,,,,,,True,0
265_8,2.0,0.0,,,,,,,True,0
265_9,2.0,0.0,,,,,,,True,0
266_0,2.0,0.0,,,,,,,True,0
266_1,2.0,2.0,,,,,,,True,0
266_2,2.0,2.0,,,,,,,True,0
266_3,2.0,2.0,,,,,,,True,0
266_4,2.0,2.0,,,,,,,True,0
266_5,2.0,2.0,,,,,,,True,0
266_6,2.0,2.0,,,,,,,True,0
266_7,2.0,0.0,,,,,,,True,0
266_8,2.0,0.0,,,,,,,True,0
266_9,2.0,2.0,,,,,,,True,0
266_10,2.0,2.0,,,,,,,True,0
266_11,2.0,2.0,,,,,,,True,0
266_12,0.0,2.0,,,,,,,True,0
266_13,2.0,2.0,,,,,,,True,0
266_14,2.0,2.0,,,,,,,True,0
266_15,2.0,2.0,,,,,,,True,0
266_16,2.0,2.0,,,,,,,True,0
266_17,2.0,2.0,,,,,,,True,0
266_18,2.0,2.0,,,,,,,True,0
266_19,2.0,0.0,,,,,,,True,0
172_0,2.0,,,,,,,2.0,True,0
172_1,0.0,,,,,,,2.0,True,0
172_2,2.0,,,,,,,2.0,True,0
172_3,2.0,,,,,,,2.0,True,0
172_4,2.0,,,,,,,2.0,True,0
172_5,2.0,,,,,,,2.0,True,0
172_6,2.0,,,,,,,2.0,True,0
172_7,2.0,,,,,,,2.0,True,0
172_8,2.0,,,,,,,2.0,True,0
172_9,2.0,,,,,,,2.0,True,0
172_10,2.0,,,,,,,2.0,True,0
172_11,2.0,,,,,,,2.0,True,0
172_12,2.0,,,,,,,2.0,True,0
172_13,2.0,,,,,,,2.0,True,0
172_14,2.0,,,,,,,2.0,True,0
172_15,2.0,,,,,,,2.0,True,0
172_16,2.0,,,,,,,2.0,True,0
172_17,2.0,,,,,,,2.0,True,0
172_18,2.0,,,,,,,2.0,True,0
172_19,2.0,,,,,,,2.0,True,0
172_20,2.0,,,,,,,2.0,True,0
172_21,2.0,,,,,,,2.0,True,0
172_23,2.0,,,,,,,2.0,True,0
267_0,0.0,0.0,,,,,,,True,0
267_1,0.0,0.0,,,,,,,True,0
267_2,2.0,0.0,,,,,,,True,0
267_3,2.0,0.0,,,,,,,True,0
267_4,2.0,0.0,,,,,,,True,0
267_5,2.0,0.0,,,,,,,True,0
267_6,2.0,0.0,,,,,,,True,0
267_7,2.0,0.0,,,,,,,True,0
267_8,2.0,0.0,,,,,,,True,0
267_9,2.0,0.0,,,,,,,True,0
268_0,2.0,2.0,,,,,,,True,0
268_1,2.0,2.0,,,,,,,True,0
268_2,2.0,2.0,,,,,,,True,0
268_3,2.0,2.0,,,,,,,True,0
268_4,2.0,2.0,,,,,,,True,0
268_5,2.0,0.0,,,,,,,True,0
268_6,2.0,2.0,,,,,,,True,0
268_7,2.0,2.0,,,,,,,True,0
268_8,2.0,2.0,,,,,,,True,0
268_9,2.0,2.0,,,,,,,True,0
268_10,2.0,0.0,,,,,,,True,0
268_11,2.0,2.0,,,,,,,True,0
268_12,0.0,0.0,,,,,,,True,0
268_13,2.0,2.0,,,,,,,True,0
268_14,2.0,2.0,,,,,,,True,0
268_15,0.0,2.0,,,,,,,True,0
268_16,2.0,2.0,,,,,,,True,0
268_17,2.0,2.0,,,,,,,True,0
268_18,2.0,2.0,,,,,,,True,0
268_19,2.0,2.0,,,,,,,True,0
268_20,2.0,2.0,,,,,,,True,0
268_21,2.0,2.0,,,,,,,True,0
268_22,2.0,2.0,,,,,,,True,0
268_23,2.0,2.0,,,,,,,True,0
268_24,2.0,2.0,,,,,,,True,0
268_25,2.0,2.0,,,,,,,True,0
268_26,2.0,0.0,,,,,,,True,0
268_27,2.0,2.0,,,,,,,True,0
268_28,2.0,0.0,,,,,,,True,0
173_0,2.0,,,,,,,2.0,True,0
173_1,2.0,,,,,,,2.0,True,0
173_2,2.0,,,,,,,2.0,True,0
173_3,2.0,,,,,,,2.0,True,0
173_4,0.0,,,,,,,2.0,True,0
173_5,2.0,,,,,,,2.0,True,0
173_6,2.0,,,,,,,2.0,True,0
173_7,0.0,,,,,,,2.0,True,0
173_8,2.0,,,,,,,2.0,True,0
173_9,2.0,,,,,,,2.0,True,0
173_10,2.0,,,,,,,2.0,True,0
173_11,2.0,,,,,,,2.0,True,0
173_12,2.0,,,,,,,2.0,True,0
173_13,2.0,,,,,,,2.0,True,0
173_14,2.0,,,,,,,2.0,True,0
173_15,2.0,,,,,,,2.0,True,0
173_16,2.0,,,,,,,2.0,True,0
173_17,2.0,,,,,,,2.0,True,0
173_18,2.0,,,,,,,2.0,True,0
173_19,2.0,,,,,,,2.0,True,0
174_0,2.0,,,,,,,2.0,True,0
174_1,0.0,,,,,,,2.0,True,0
174_2,2.0,,,,,,,2.0,True,0
174_3,2.0,,,,,,,2.0,True,0
174_4,2.0,,,,,,,2.0,True,0
174_5,0.0,,,,,,,2.0,True,0
174_6,2.0,,,,,,,2.0,True,0
174_7,2.0,,,,,,,2.0,True,0
174_8,2.0,,,,,,,2.0,True,0
174_9,0.0,,,,,,,2.0,True,0
174_10,2.0,,,,,,,2.0,True,0
174_11,2.0,,,,,,,2.0,True,0
174_12,2.0,,,,,,,2.0,True,0
174_13,2.0,,,,,,,2.0,True,0
174_14,2.0,,,,,,,2.0,True,0
174_15,2.0,,,,,,,2.0,True,0
174_16,2.0,,,,,,,2.0,True,0
174_17,2.0,,,,,,,2.0,True,0
174_18,0.0,,,,,,,2.0,True,0
174_19,0.0,,,,,,,2.0,True,0
175_0,2.0,,,,,,,2.0,True,0
175_1,2.0,,,,,,,2.0,True,0
175_2,2.0,,,,,,,0.0,True,0
175_3,2.0,,,,,,,2.0,True,0
175_4,2.0,,,,,,,2.0,True,0
175_5,2.0,,,,,,,2.0,True,0
175_6,2.0,,,,,,,2.0,True,0
175_7,2.0,,,,,,,2.0,True,0
175_8,2.0,,,,,,,2.0,True,0
175_9,2.0,,,,,,,2.0,True,0
175_10,2.0,,,,,,,2.0,True,0
175_11,2.0,,,,,,,2.0,True,0
175_12,2.0,,,,,,,2.0,True,0
175_13,2.0,,,,,,,2.0,True,0
175_14,2.0,,,,,,,2.0,True,0
175_15,2.0,,,,,,,2.0,True,0
175_16,2.0,,,,,,,2.0,True,0
175_17,2.0,,,,,,,0.0,True,0
175_18,2.0,,,,,,,2.0,True,0
175_19,2.0,,,,,,,2.0,True,0
269_0,0.0,2.0,,,,,,,True,0
269_1,2.0,0.0,,,,,,,True,0
269_2,2.0,2.0,,,,,,,True,0
269_3,2.0,0.0,,,,,,,True,0
269_4,2.0,2.0,,,,,,,True,0
269_5,2.0,2.0,,,,,,,True,0
269_6,2.0,2.0,,,,,,,True,0
269_7,0.0,2.0,,,,,,,True,0
269_8,0.0,2.0,,,,,,,True,0
269_9,0.0,2.0,,,,,,,True,0
269_10,2.0,2.0,,,,,,,True,0
269_11,2.0,2.0,,,,,,,True,0
269_12,0.0,2.0,,,,,,,True,0
269_13,2.0,2.0,,,,,,,True,0
269_14,0.0,0.0,,,,,,,True,0
269_15,2.0,2.0,,,,,,,True,0
269_16,0.0,2.0,,,,,,,True,0
269_17,2.0,2.0,,,,,,,True,0
269_18,2.0,2.0,,,,,,,True,0
269_19,2.0,2.0,,,,,,,True,0
269_20,2.0,2.0,,,,,,,True,0
269_21,0.0,0.0,,,,,,,True,0
269_22,2.0,2.0,,,,,,,True,0
269_23,2.0,2.0,,,,,,,True,0
269_24,2.0,2.0,,,,,,,True,0
269_25,2.0,2.0,,,,,,,True,0
269_26,0.0,0.0,,,,,,,True,0
269_27,0.0,2.0,,,,,,,True,0
269_28,2.0,2.0,,,,,,,True,0
269_29,0.0,2.0,,,,,,,True,0
269_30,2.0,2.0,,,,,,,True,0
269_31,2.0,2.0,,,,,,,True,0
269_32,2.0,2.0,,,,,,,True,0
269_33,2.0,2.0,,,,,,,True,0
269_34,0.0,2.0,,,,,,,True,0
269_35,2.0,2.0,,,,,,,True,0
269_36,2.0,2.0,,,,,,,True,0
269_37,2.0,2.0,,,,,,,True,0
269_38,0.0,0.0,,,,,,,True,0
269_39,0.0,0.0,,,,,,,True,0
270_0,2.0,2.0,,,,,,,True,0
270_1,2.0,2.0,,,,,,,True,0
270_2,2.0,2.0,,,,,,,True,0
270_3,2.0,2.0,,,,,,,True,0
270_4,2.0,2.0,,,,,,,True,0
270_5,0.0,0.0,,,,,,,True,0
270_6,2.0,2.0,,,,,,,True,0
270_7,2.0,2.0,,,,,,,True,0
270_8,2.0,2.0,,,,,,,True,0
270_9,2.0,2.0,,,,,,,True,0
270_10,2.0,2.0,,,,,,,True,0
270_11,2.0,2.0,,,,,,,True,0
270_12,2.0,2.0,,,,,,,True,0
270_13,2.0,2.0,,,,,,,True,0
270_14,0.0,2.0,,,,,,,True,0
270_15,2.0,2.0,,,,,,,True,0
270_16,2.0,2.0,,,,,,,True,0
270_17,2.0,2.0,,,,,,,True,0
270_18,2.0,2.0,,,,,,,True,0
270_19,0.0,0.0,,,,,,,True,0
270_20,2.0,2.0,,,,,,,True,0
270_21,2.0,2.0,,,,,,,True,0
270_22,2.0,2.0,,,,,,,True,0
270_23,2.0,2.0,,,,,,,True,0
270_24,2.0,2.0,,,,,,,True,0
270_25,2.0,2.0,,,,,,,True,0
270_26,2.0,2.0,,,,,,,True,0
271_0,2.0,2.0,,,,,,,True,0
271_1,2.0,2.0,,,,,,,True,0
271_2,2.0,2.0,,,,,,,True,0
271_3,0.0,2.0,,,,,,,True,0
271_4,2.0,2.0,,,,,,,True,0
271_5,2.0,2.0,,,,,,,True,0
271_6,2.0,2.0,,,,,,,True,0
271_7,2.0,2.0,,,,,,,True,0
271_8,2.0,2.0,,,,,,,True,0
271_9,2.0,2.0,,,,,,,True,0
271_10,2.0,2.0,,,,,,,True,0
271_11,2.0,2.0,,,,,,,True,0
271_12,2.0,2.0,,,,,,,True,0
271_13,2.0,2.0,,,,,,,True,0
271_14,2.0,2.0,,,,,,,True,0
271_15,2.0,2.0,,,,,,,True,0
271_16,2.0,2.0,,,,,,,True,0
271_17,2.0,2.0,,,,,,,True,0
271_18,2.0,2.0,,,,,,,True,0
271_19,2.0,2.0,,,,,,,True,0
176_0,2.0,,,,,,,2.0,True,0
176_1,2.0,,,,,,,2.0,True,0
176_2,2.0,,,,,,,2.0,True,0
176_3,0.0,,,,,,,2.0,True,0
176_4,2.0,,,,,,,2.0,True,0
176_5,2.0,,,,,,,2.0,True,0
176_6,2.0,,,,,,,2.0,True,0
176_7,0.0,,,,,,,2.0,True,0
176_8,2.0,,,,,,,0.0,True,0
176_9,0.0,,,,,,,2.0,True,0
176_10,2.0,,,,,,,2.0,True,0
176_11,2.0,,,,,,,0.0,True,0
176_12,2.0,,,,,,,2.0,True,0
176_13,2.0,,,,,,,2.0,True,0
176_14,2.0,,,,,,,2.0,True,0
176_15,2.0,,,,,,,2.0,True,0
176_16,2.0,,,,,,,2.0,True,0
176_17,2.0,,,,,,,2.0,True,0
176_18,2.0,,,,,,,0.0,True,0
176_19,2.0,,,,,,,2.0,True,0
177_0,2.0,,,,,,,2.0,True,0
177_1,2.0,,,,,,,2.0,True,0
177_2,0.0,,,,,,,2.0,True,0
177_3,2.0,,,,,,,2.0,True,0
177_4,2.0,,,,,,,2.0,True,0
177_5,2.0,,,,,,,2.0,True,0
177_6,2.0,,,,,,,2.0,True,0
177_7,2.0,,,,,,,2.0,True,0
177_8,2.0,,,,,,,2.0,True,0
177_9,2.0,,,,,,,2.0,True,0
177_10,2.0,,,,,,,2.0,True,0
177_11,2.0,,,,,,,2.0,True,0
177_12,0.0,,,,,,,2.0,True,0
177_13,2.0,,,,,,,2.0,True,0
177_14,2.0,,,,,,,2.0,True,0
