,sent_id,file_id,cpt,category,hotel_id
104_6,6,104,0,renovation_room,307
104_7,7,104,0,renovation_room,307
104_8,8,104,0,renovation_room,307
104_9,9,104,0,renovation_room,307
104_10,10,104,1,renovation_room,307
104_11,11,104,1,renovation_room,307
104_12,12,104,1,renovation_room,307
104_13,13,104,1,renovation_room,307
104_14,14,104,1,renovation_room,307
104_15,15,104,1,renovation_room,307
104_16,16,104,1,renovation_room,307
104_17,17,104,1,renovation_room,307
105_0,0,105,0,restaurant,307
105_1,1,105,0,restaurant,307
105_2,2,105,0,restaurant,307
105_3,3,105,0,restaurant,307
105_4,4,105,0,restaurant,307
105_5,5,105,0,restaurant,307
105_6,6,105,0,restaurant,307
105_7,7,105,0,restaurant,307
105_8,8,105,0,restaurant,307
105_9,9,105,0,restaurant,307
105_10,10,105,1,restaurant,307
105_11,11,105,1,restaurant,307
105_12,12,105,1,restaurant,307
105_13,13,105,1,restaurant,307
105_14,14,105,1,restaurant,307
105_15,15,105,1,restaurant,307
105_16,16,105,1,restaurant,307
105_17,17,105,1,restaurant,307
105_18,18,105,1,restaurant,307
105_19,19,105,1,restaurant,307
106_0,0,106,0,facility,163
106_1,1,106,0,facility,163
106_2,2,106,0,facility,163
106_3,3,106,0,facility,163
106_4,4,106,0,facility,163
106_5,5,106,0,facility,163
106_6,6,106,0,facility,163
106_7,7,106,0,facility,163
106_8,8,106,0,facility,163
106_9,9,106,0,facility,163
107_0,0,107,0,restaurant,163
107_1,1,107,0,restaurant,163
107_2,2,107,0,restaurant,163
107_3,3,107,0,restaurant,163
107_4,4,107,0,restaurant,163
107_5,5,107,0,restaurant,163
107_6,6,107,0,restaurant,163
107_7,7,107,0,restaurant,163
107_8,8,107,0,restaurant,163
107_9,9,107,0,restaurant,163
107_10,10,107,1,restaurant,163
107_11,11,107,1,restaurant,163
107_12,12,107,1,restaurant,163
107_13,13,107,1,restaurant,163
107_14,14,107,1,restaurant,163
107_15,15,107,1,restaurant,163
107_16,16,107,1,restaurant,163
107_17,17,107,1,restaurant,163
107_18,18,107,1,restaurant,163
107_19,19,107,1,restaurant,163
107_20,20,107,2,restaurant,163
107_21,21,107,2,restaurant,163
107_22,22,107,2,restaurant,163
107_23,23,107,2,restaurant,163
107_24,24,107,2,restaurant,163
107_25,25,107,2,restaurant,163
107_26,26,107,2,restaurant,163
107_27,27,107,2,restaurant,163
107_28,28,107,2,restaurant,163
107_29,29,107,2,restaurant,163
108_0,0,108,0,room,163
108_1,1,108,0,room,163
108_2,2,108,0,room,163
108_3,3,108,0,room,163
108_4,4,108,0,room,163
108_5,5,108,0,room,163
108_6,6,108,0,room,163
108_7,7,108,0,room,163
108_8,8,108,0,room,163
108_9,9,108,0,room,163
108_10,10,108,1,room,163
108_11,11,108,1,room,163
108_12,12,108,1,room,163
108_13,13,108,1,room,163
108_14,14,108,1,room,163
108_15,15,108,1,room,163
108_16,16,108,1,room,163
108_17,17,108,1,room,163
108_18,18,108,1,room,163
108_19,19,108,1,room,163
108_20,20,108,2,room,163
108_21,21,108,2,room,163
108_22,22,108,2,room,163
108_23,23,108,2,room,163
109_0,0,109,0,facility,456
109_1,1,109,0,facility,456
109_2,2,109,0,facility,456
109_3,3,109,0,facility,456
109_4,4,109,0,facility,456
109_5,5,109,0,facility,456
109_6,6,109,0,facility,456
109_7,7,109,0,facility,456
109_8,8,109,0,facility,456
109_9,9,109,0,facility,456
109_10,10,109,1,facility,456
109_11,11,109,1,facility,456
109_12,12,109,1,facility,456
109_13,13,109,1,facility,456
109_14,14,109,1,facility,456
109_15,15,109,1,facility,456
109_16,16,109,1,facility,456
109_17,17,109,1,facility,456
109_18,18,109,1,facility,456
109_19,19,109,1,facility,456
110_0,0,110,0,restaurant,456
110_1,1,110,0,restaurant,456
110_2,2,110,0,restaurant,456
110_3,3,110,0,restaurant,456
110_4,4,110,0,restaurant,456
110_5,5,110,0,restaurant,456
110_6,6,110,0,restaurant,456
110_7,7,110,0,restaurant,456
110_8,8,110,0,restaurant,456
110_9,9,110,0,restaurant,456
110_10,10,110,1,restaurant,456
110_11,11,110,1,restaurant,456
110_12,12,110,1,restaurant,456
110_13,13,110,1,restaurant,456
110_14,14,110,1,restaurant,456
110_15,15,110,1,restaurant,456
110_16,16,110,2,restaurant,456
110_17,17,110,2,restaurant,456
110_18,18,110,2,restaurant,456
110_19,19,110,2,restaurant,456
110_20,20,110,2,restaurant,456
110_21,21,110,2,restaurant,456
110_22,22,110,2,restaurant,456
110_23,23,110,2,restaurant,456
110_24,24,110,2,restaurant,456
110_25,25,110,2,restaurant,456
111_0,0,111,0,room,456
111_1,1,111,0,room,456
111_2,2,111,0,room,456
111_3,3,111,0,room,456
111_4,4,111,0,room,456
111_5,5,111,0,room,456
111_6,6,111,0,room,456
111_7,7,111,0,room,456
111_8,8,111,0,room,456
111_9,9,111,0,room,456
111_10,10,111,1,room,456
111_11,11,111,1,room,456
111_12,12,111,1,room,456
111_13,13,111,1,room,456
111_14,14,111,1,room,456
111_15,15,111,1,room,456
111_16,16,111,1,room,456
111_17,17,111,1,room,456
111_18,18,111,1,room,456
111_19,19,111,1,room,456
112_0,0,112,0,reception,259
112_1,1,112,0,reception,259
112_2,2,112,0,reception,259
112_3,3,112,0,reception,259
112_4,4,112,0,reception,259
112_5,5,112,0,reception,259
112_6,6,112,0,reception,259
112_7,7,112,0,reception,259
112_8,8,112,0,reception,259
112_9,9,112,0,reception,259
113_0,0,113,0,pool,259
113_1,1,113,0,pool,259
113_3,3,113,0,pool,259
113_4,4,113,0,pool,259
113_5,5,113,0,pool,259
113_6,6,113,0,pool,259
113_7,7,113,0,pool,259
113_8,8,113,0,pool,259
113_9,9,113,0,pool,259
113_10,10,113,1,pool,259
113_11,11,113,1,pool,259
113_12,12,113,1,pool,259
113_13,13,113,1,pool,259
113_14,14,113,1,pool,259
114_0,0,114,0,room,259
114_1,1,114,0,room,259
114_2,2,114,0,room,259
114_3,3,114,0,room,259
114_4,4,114,0,room,259
114_5,5,114,0,room,259
114_6,6,114,0,room,259
114_7,7,114,0,room,259
114_8,8,114,0,room,259
114_9,9,114,0,room,259
114_10,10,114,1,room,259
114_11,11,114,1,room,259
114_12,12,114,1,room,259
114_13,13,114,1,room,259
114_14,14,114,1,room,259
114_15,15,114,1,room,259
114_16,16,114,1,room,259
114_17,17,114,1,room,259
114_18,18,114,1,room,259
114_19,19,114,1,room,259
115_0,0,115,0,facility,250
115_1,1,115,0,facility,250
115_5,5,115,0,facility,250
115_6,6,115,0,facility,250
115_8,8,115,0,facility,250
115_9,9,115,0,facility,250
115_10,10,115,1,facility,250
115_11,11,115,1,facility,250
115_12,12,115,1,facility,250
115_13,13,115,1,facility,250
115_14,14,115,1,facility,250
115_15,15,115,1,facility,250
115_16,16,115,1,facility,250
115_17,17,115,1,facility,250
115_18,18,115,1,facility,250
115_19,19,115,1,facility,250
116_0,0,116,0,restaurant,250
116_1,1,116,0,restaurant,250
116_2,2,116,0,restaurant,250
116_3,3,116,0,restaurant,250
116_4,4,116,0,restaurant,250
116_5,5,116,0,restaurant,250
116_6,6,116,0,restaurant,250
116_7,7,116,0,restaurant,250
116_8,8,116,0,restaurant,250
116_9,9,116,0,restaurant,250
116_10,10,116,1,restaurant,250
116_11,11,116,1,restaurant,250
116_12,12,116,1,restaurant,250
116_13,13,116,1,restaurant,250
116_14,14,116,1,restaurant,250
116_15,15,116,1,restaurant,250
116_16,16,116,1,restaurant,250
116_17,17,116,1,restaurant,250
116_18,18,116,1,restaurant,250
116_19,19,116,1,restaurant,250
117_0,0,117,0,room,250
117_1,1,117,0,room,250
117_2,2,117,0,room,250
117_3,3,117,0,room,250
117_4,4,117,0,room,250
117_5,5,117,0,room,250
117_6,6,117,0,room,250
117_7,7,117,0,room,250
117_8,8,117,0,room,250
117_9,9,117,0,room,250
117_10,10,117,1,room,250
117_11,11,117,1,room,250
117_12,12,117,1,room,250
117_13,13,117,1,room,250
117_14,14,117,1,room,250
117_15,15,117,1,room,250
117_16,16,117,1,room,250
117_17,17,117,1,room,250
117_18,18,117,1,room,250
117_19,19,117,2,room,250
117_20,20,117,2,room,250
117_21,21,117,2,room,250
117_22,22,117,2,room,250
117_23,23,117,2,room,250
117_24,24,117,2,room,250
117_25,25,117,2,room,250
117_26,26,117,2,room,250
117_27,27,117,2,room,250
117_28,28,117,2,room,250
118_0,0,118,0,reception,150
118_1,1,118,0,reception,150
118_2,2,118,0,reception,150
118_3,3,118,0,reception,150
118_4,4,118,0,reception,150
118_5,5,118,0,reception,150
118_6,6,118,0,reception,150
118_7,7,118,0,reception,150
118_8,8,118,0,reception,150
118_9,9,118,0,reception,150
118_10,10,118,1,reception,150
118_11,11,118,1,reception,150
118_12,12,118,1,reception,150
118_13,13,118,1,reception,150
118_14,14,118,1,reception,150
118_15,15,118,2,reception,150
118_16,16,118,2,reception,150
118_17,17,118,2,reception,150
118_18,18,118,2,reception,150
118_19,19,118,2,reception,150
118_20,20,118,2,reception,150
118_21,21,118,2,reception,150
118_22,22,118,2,reception,150
118_23,23,118,2,reception,150
118_24,24,118,2,reception,150
119_0,0,119,0,pool,150
119_1,1,119,0,pool,150
119_2,2,119,0,pool,150
119_3,3,119,0,pool,150
119_4,4,119,0,pool,150
119_5,5,119,0,pool,150
119_6,6,119,0,pool,150
119_7,7,119,0,pool,150
119_8,8,119,0,pool,150
119_9,9,119,0,pool,150
119_10,10,119,1,pool,150
119_11,11,119,1,pool,150
119_12,12,119,1,pool,150
119_13,13,119,1,pool,150
119_14,14,119,1,pool,150
119_15,15,119,1,pool,150
119_16,16,119,1,pool,150
119_17,17,119,1,pool,150
119_18,18,119,1,pool,150
119_19,19,119,1,pool,150
120_0,0,120,0,renovation_room,150
120_1,1,120,0,renovation_room,150
120_2,2,120,0,renovation_room,150
120_3,3,120,0,renovation_room,150
120_4,4,120,0,renovation_room,150
120_5,5,120,0,renovation_room,150
120_6,6,120,0,renovation_room,150
120_7,7,120,0,renovation_room,150
120_8,8,120,0,renovation_room,150
120_9,9,120,0,renovation_room,150
120_10,10,120,1,renovation_room,150
120_11,11,120,1,renovation_room,150
120_12,12,120,1,renovation_room,150
120_13,13,120,1,renovation_room,150
120_14,14,120,1,renovation_room,150
120_15,15,120,1,renovation_room,150
121_0,0,121,0,reception,131
121_1,1,121,0,reception,131
121_2,2,121,0,reception,131
121_3,3,121,0,reception,131
121_4,4,121,0,reception,131
121_5,5,121,0,reception,131
121_6,6,121,0,reception,131
121_7,7,121,0,reception,131
121_8,8,121,0,reception,131
121_9,9,121,0,reception,131
121_10,10,121,1,reception,131
121_11,11,121,1,reception,131
121_12,12,121,1,reception,131
121_13,13,121,1,reception,131
121_14,14,121,1,reception,131
121_15,15,121,1,reception,131
121_16,16,121,1,reception,131
121_17,17,121,1,reception,131
121_18,18,121,1,reception,131
121_19,19,121,1,reception,131
122_0,0,122,0,restaurant,131
122_1,1,122,0,restaurant,131
122_2,2,122,0,restaurant,131
122_3,3,122,0,restaurant,131
122_4,4,122,0,restaurant,131
122_5,5,122,0,restaurant,131
122_6,6,122,0,restaurant,131
122_7,7,122,0,restaurant,131
122_8,8,122,0,restaurant,131
122_9,9,122,0,restaurant,131
122_10,10,122,1,restaurant,131
122_11,11,122,1,restaurant,131
122_12,12,122,1,restaurant,131
122_13,13,122,1,restaurant,131
122_14,14,122,1,restaurant,131
122_15,15,122,1,restaurant,131
122_16,16,122,1,restaurant,131
122_17,17,122,1,restaurant,131
122_18,18,122,1,restaurant,131
122_19,19,122,1,restaurant,131
123_0,0,123,0,room,131
123_1,1,123,0,room,131
123_2,2,123,0,room,131
123_3,3,123,0,room,131
123_4,4,123,0,room,131
123_5,5,123,0,room,131
123_6,6,123,0,room,131
123_7,7,123,0,room,131
123_8,8,123,0,room,131
123_9,9,123,0,room,131
123_10,10,123,1,room,131
123_11,11,123,1,room,131
123_12,12,123,1,room,131
123_13,13,123,1,room,131
123_14,14,123,1,room,131
123_15,15,123,1,room,131
123_16,16,123,1,room,131
123_17,17,123,1,room,131
123_18,18,123,1,room,131
123_19,19,123,1,room,131
124_0,0,124,0,facility,471
124_1,1,124,0,facility,471
124_2,2,124,0,facility,471
124_3,3,124,0,facility,471
124_4,4,124,0,facility,471
124_5,5,124,0,facility,471
124_6,6,124,0,facility,471
124_7,7,124,0,facility,471
124_8,8,124,0,facility,471
124_9,9,124,0,facility,471
124_10,10,124,1,facility,471
124_11,11,124,1,facility,471
124_12,12,124,1,facility,471
124_13,13,124,1,facility,471
124_14,14,124,1,facility,471
124_15,15,124,1,facility,471
124_16,16,124,1,facility,471
124_17,17,124,1,facility,471
124_18,18,124,1,facility,471
124_19,19,124,1,facility,471
125_0,0,125,0,pool,471
125_1,1,125,0,pool,471
125_2,2,125,0,pool,471
125_3,3,125,0,pool,471
125_4,4,125,0,pool,471
125_5,5,125,0,pool,471
125_6,6,125,0,pool,471
125_7,7,125,0,pool,471
125_8,8,125,0,pool,471
125_9,9,125,0,pool,471
125_10,10,125,1,pool,471
125_11,11,125,1,pool,471
125_12,12,125,1,pool,471
125_13,13,125,1,pool,471
125_14,14,125,1,pool,471
125_15,15,125,1,pool,471
125_16,16,125,1,pool,471
125_17,17,125,1,pool,471
125_18,18,125,1,pool,471
125_19,19,125,1,pool,471
126_0,0,126,0,room,471
126_1,1,126,0,room,471
126_2,2,126,0,room,471
126_3,3,126,0,room,471
126_4,4,126,0,room,471
126_5,5,126,0,room,471
126_6,6,126,0,room,471
126_7,7,126,0,room,471
126_8,8,126,0,room,471
126_9,9,126,0,room,471
126_10,10,126,1,room,471
126_11,11,126,1,room,471
126_12,12,126,1,room,471
126_13,13,126,1,room,471
126_14,14,126,1,room,471
126_15,15,126,1,room,471
126_16,16,126,1,room,471
126_17,17,126,1,room,471
126_18,18,126,1,room,471
126_19,19,126,1,room,471
126_20,20,126,2,room,471
126_21,21,126,2,room,471
126_22,22,126,2,room,471
126_23,23,126,2,room,471
126_24,24,126,2,room,471
126_25,25,126,2,room,471
126_26,26,126,2,room,471
126_27,27,126,2,room,471
126_28,28,126,2,room,471
126_29,29,126,2,room,471
126_30,30,126,3,room,471
126_31,31,126,3,room,471
126_32,32,126,3,room,471
126_33,33,126,3,room,471
126_34,34,126,3,room,471
126_35,35,126,3,room,471
126_36,36,126,3,room,471
126_37,37,126,3,room,471
126_38,38,126,3,room,471
126_39,39,126,3,room,471
127_0,0,127,0,facility,56
127_1,1,127,0,facility,56
127_2,2,127,0,facility,56
127_3,3,127,0,facility,56
127_4,4,127,0,facility,56
127_5,5,127,0,facility,56
127_6,6,127,0,facility,56
127_7,7,127,0,facility,56
127_8,8,127,0,facility,56
127_9,9,127,0,facility,56
127_10,10,127,1,facility,56
127_11,11,127,1,facility,56
127_12,12,127,1,facility,56
127_13,13,127,1,facility,56
127_14,14,127,1,facility,56
127_15,15,127,1,facility,56
127_16,16,127,1,facility,56
127_17,17,127,1,facility,56
127_18,18,127,1,facility,56
127_19,19,127,1,facility,56
128_0,0,128,0,pool,56
128_1,1,128,0,pool,56
128_2,2,128,0,pool,56
128_3,3,128,0,pool,56
128_4,4,128,0,pool,56
128_6,6,128,0,pool,56
128_7,7,128,0,pool,56
128_8,8,128,0,pool,56
128_9,9,128,0,pool,56
128_10,10,128,1,pool,56
128_11,11,128,1,pool,56
128_12,12,128,1,pool,56
128_13,13,128,1,pool,56
128_14,14,128,1,pool,56
128_15,15,128,1,pool,56
128_16,16,128,1,pool,56
128_17,17,128,1,pool,56
128_18,18,128,1,pool,56
128_19,19,128,1,pool,56
129_0,0,129,0,room,56
129_1,1,129,0,room,56
129_2,2,129,0,room,56
129_3,3,129,0,room,56
129_4,4,129,0,room,56
129_5,5,129,0,room,56
129_6,6,129,0,room,56
129_7,7,129,0,room,56
129_8,8,129,0,room,56
129_9,9,129,0,room,56
129_10,10,129,1,room,56
129_11,11,129,1,room,56
129_12,12,129,1,room,56
129_13,13,129,1,room,56
129_14,14,129,1,room,56
129_16,16,129,1,room,56
129_17,17,129,1,room,56
129_18,18,129,1,room,56
129_19,19,129,1,room,56
129_20,20,129,2,room,56
129_21,21,129,2,room,56
129_22,22,129,2,room,56
129_23,23,129,2,room,56
129_24,24,129,2,room,56
129_25,25,129,2,room,56
129_26,26,129,2,room,56
129_27,27,129,2,room,56
129_28,28,129,2,room,56
129_29,29,129,2,room,56
130_0,0,130,0,renovation_room,205
130_1,1,130,0,renovation_room,205
130_2,2,130,0,renovation_room,205
130_3,3,130,0,renovation_room,205
130_4,4,130,0,renovation_room,205
130_5,5,130,0,renovation_room,205
130_6,6,130,0,renovation_room,205
130_7,7,130,0,renovation_room,205
130_8,8,130,0,renovation_room,205
130_9,9,130,0,renovation_room,205
130_10,10,130,1,renovation_room,205
130_12,12,130,1,renovation_room,205
130_13,13,130,1,renovation_room,205
131_0,0,131,0,restaurant,205
131_1,1,131,0,restaurant,205
131_2,2,131,0,restaurant,205
131_3,3,131,0,restaurant,205
131_4,4,131,0,restaurant,205
131_5,5,131,0,restaurant,205
131_6,6,131,0,restaurant,205
131_7,7,131,0,restaurant,205
131_8,8,131,0,restaurant,205
131_9,9,131,0,restaurant,205
131_10,10,131,1,restaurant,205
131_11,11,131,1,restaurant,205
131_12,12,131,1,restaurant,205
131_13,13,131,1,restaurant,205
131_14,14,131,1,restaurant,205
131_15,15,131,1,restaurant,205
131_16,16,131,1,restaurant,205
131_17,17,131,1,restaurant,205
131_18,18,131,1,restaurant,205
131_19,19,131,1,restaurant,205
132_0,0,132,0,room,205
132_1,1,132,0,room,205
132_2,2,132,0,room,205
132_3,3,132,0,room,205
132_4,4,132,0,room,205
132_5,5,132,0,room,205
132_6,6,132,0,room,205
132_7,7,132,0,room,205
132_8,8,132,0,room,205
132_9,9,132,0,room,205
132_10,10,132,1,room,205
132_11,11,132,1,room,205
132_12,12,132,1,room,205
132_13,13,132,1,room,205
132_14,14,132,1,room,205
132_15,15,132,1,room,205
132_16,16,132,1,room,205
133_0,0,133,0,reception,156
133_1,1,133,0,reception,156
133_2,2,133,0,reception,156
133_3,3,133,0,reception,156
133_4,4,133,0,reception,156
133_5,5,133,0,reception,156
133_6,6,133,0,reception,156
133_7,7,133,0,reception,156
133_8,8,133,0,reception,156
133_9,9,133,0,reception,156
133_11,11,133,1,reception,156
133_12,12,133,1,reception,156
133_13,13,133,1,reception,156
133_14,14,133,1,reception,156
133_15,15,133,1,reception,156
133_16,16,133,1,reception,156
133_17,17,133,1,reception,156
133_18,18,133,1,reception,156
133_19,19,133,1,reception,156
134_0,0,134,0,restaurant,156
134_1,1,134,0,restaurant,156
134_2,2,134,0,restaurant,156
134_3,3,134,0,restaurant,156
134_4,4,134,0,restaurant,156
134_5,5,134,0,restaurant,156
134_6,6,134,0,restaurant,156
134_7,7,134,0,restaurant,156
134_8,8,134,0,restaurant,156
134_9,9,134,0,restaurant,156
134_10,10,134,1,restaurant,156
134_11,11,134,1,restaurant,156
134_12,12,134,1,restaurant,156
134_13,13,134,1,restaurant,156
134_14,14,134,1,restaurant,156
134_15,15,134,1,restaurant,156
134_16,16,134,1,restaurant,156
134_17,17,134,1,restaurant,156
134_18,18,134,1,restaurant,156
134_19,19,134,1,restaurant,156
135_0,0,135,0,room,156
135_1,1,135,0,room,156
135_2,2,135,0,room,156
135_3,3,135,0,room,156
135_4,4,135,0,room,156
135_5,5,135,0,room,156
135_6,6,135,0,room,156
135_8,8,135,0,room,156
135_9,9,135,0,room,156
135_10,10,135,1,room,156
135_11,11,135,1,room,156
135_12,12,135,1,room,156
135_13,13,135,1,room,156
135_14,14,135,1,room,156
135_15,15,135,1,room,156
135_16,16,135,1,room,156
135_17,17,135,1,room,156
135_18,18,135,1,room,156
135_19,19,135,1,room,156
136_0,0,136,0,pool,479
136_1,1,136,0,pool,479
136_2,2,136,0,pool,479
136_3,3,136,0,pool,479
136_4,4,136,0,pool,479
136_5,5,136,0,pool,479
136_6,6,136,0,pool,479
136_7,7,136,0,pool,479
136_8,8,136,0,pool,479
136_9,9,136,0,pool,479
136_10,10,136,1,pool,479
136_11,11,136,1,pool,479
136_12,12,136,1,pool,479
136_13,13,136,1,pool,479
136_14,14,136,1,pool,479
136_15,15,136,1,pool,479
136_17,17,136,1,pool,479
136_18,18,136,2,pool,479
136_19,19,136,2,pool,479
136_20,20,136,2,pool,479
136_21,21,136,2,pool,479
136_22,22,136,2,pool,479
136_23,23,136,2,pool,479
136_24,24,136,2,pool,479
136_25,25,136,2,pool,479
136_26,26,136,2,pool,479
136_27,27,136,2,pool,479
137_0,0,137,0,renovation_room,479
137_1,1,137,0,renovation_room,479
137_2,2,137,0,renovation_room,479
137_3,3,137,0,renovation_room,479
137_4,4,137,0,renovation_room,479
137_5,5,137,0,renovation_room,479
137_6,6,137,0,renovation_room,479
137_7,7,137,0,renovation_room,479
137_8,8,137,0,renovation_room,479
137_9,9,137,0,renovation_room,479
137_10,10,137,1,renovation_room,479
137_11,11,137,1,renovation_room,479
137_12,12,137,1,renovation_room,479
137_13,13,137,1,renovation_room,479
137_14,14,137,1,renovation_room,479
137_15,15,137,1,renovation_room,479
137_16,16,137,1,renovation_room,479
137_17,17,137,1,renovation_room,479
137_18,18,137,1,renovation_room,479
137_19,19,137,1,renovation_room,479
138_0,0,138,0,room,479
138_1,1,138,0,room,479
138_2,2,138,0,room,479
138_3,3,138,0,room,479
138_4,4,138,0,room,479
138_5,5,138,0,room,479
138_6,6,138,0,room,479
138_7,7,138,0,room,479
138_8,8,138,0,room,479
138_9,9,138,0,room,479
138_10,10,138,1,room,479
138_11,11,138,1,room,479
138_12,12,138,1,room,479
138_13,13,138,1,room,479
138_14,14,138,1,room,479
138_15,15,138,1,room,479
138_16,16,138,1,room,479
138_17,17,138,1,room,479
138_18,18,138,1,room,479
138_20,20,138,2,room,479
138_21,21,138,2,room,479
138_22,22,138,2,room,479
138_23,23,138,2,room,479
138_24,24,138,2,room,479
139_0,0,139,0,facility,257
139_1,1,139,0,facility,257
139_2,2,139,0,facility,257
139_3,3,139,0,facility,257
139_4,4,139,0,facility,257
139_5,5,139,0,facility,257
139_6,6,139,0,facility,257
139_7,7,139,0,facility,257
139_8,8,139,0,facility,257
139_9,9,139,0,facility,257
139_10,10,139,1,facility,257
139_11,11,139,1,facility,257
139_12,12,139,1,facility,257
139_13,13,139,1,facility,257
139_14,14,139,1,facility,257
139_15,15,139,1,facility,257
139_16,16,139,1,facility,257
139_17,17,139,1,facility,257
139_18,18,139,1,facility,257
139_19,19,139,1,facility,257
140_0,0,140,0,pool,257
140_1,1,140,0,pool,257
140_2,2,140,0,pool,257
140_3,3,140,0,pool,257
140_4,4,140,0,pool,257
140_5,5,140,0,pool,257
140_6,6,140,0,pool,257
140_7,7,140,0,pool,257
140_8,8,140,0,pool,257
140_9,9,140,0,pool,257
140_10,10,140,1,pool,257
140_11,11,140,1,pool,257
140_12,12,140,1,pool,257
140_13,13,140,1,pool,257
140_14,14,140,1,pool,257
140_15,15,140,1,pool,257
140_16,16,140,1,pool,257
140_17,17,140,1,pool,257
140_18,18,140,1,pool,257
140_19,19,140,1,pool,257
141_0,0,141,0,room,257
141_1,1,141,0,room,257
141_2,2,141,0,room,257
141_3,3,141,0,room,257
141_4,4,141,0,room,257
141_5,5,141,0,room,257
141_6,6,141,0,room,257
141_7,7,141,0,room,257
141_8,8,141,0,room,257
141_9,9,141,0,room,257
141_10,10,141,1,room,257
141_11,11,141,1,room,257
141_12,12,141,1,room,257
141_13,13,141,1,room,257
141_14,14,141,1,room,257
141_15,15,141,1,room,257
141_16,16,141,1,room,257
141_17,17,141,1,room,257
141_18,18,141,1,room,257
141_19,19,141,1,room,257
141_20,20,141,2,room,257
141_21,21,141,2,room,257
141_22,22,141,2,room,257
141_23,23,141,2,room,257
141_24,24,141,2,room,257
141_25,25,141,2,room,257
141_26,26,141,2,room,257
141_27,27,141,2,room,257
141_28,28,141,2,room,257
141_29,29,141,2,room,257
142_0,0,142,0,pool,393
142_1,1,142,0,pool,393
142_2,2,142,0,pool,393
142_3,3,142,0,pool,393
142_4,4,142,0,pool,393
142_5,5,142,0,pool,393
142_6,6,142,0,pool,393
142_7,7,142,0,pool,393
142_8,8,142,0,pool,393
142_9,9,142,0,pool,393
142_10,10,142,1,pool,393
142_11,11,142,1,pool,393
142_12,12,142,1,pool,393
142_13,13,142,1,pool,393
142_14,14,142,1,pool,393
142_15,15,142,1,pool,393
142_16,16,142,1,pool,393
142_17,17,142,1,pool,393
142_18,18,142,1,pool,393
142_19,19,142,1,pool,393
143_0,0,143,0,renovation_room,393
143_1,1,143,0,renovation_room,393
143_2,2,143,0,renovation_room,393
143_3,3,143,0,renovation_room,393
143_4,4,143,0,renovation_room,393
143_5,5,143,0,renovation_room,393
143_6,6,143,0,renovation_room,393
143_7,7,143,0,renovation_room,393
143_8,8,143,0,renovation_room,393
143_9,9,143,0,renovation_room,393
144_0,0,144,0,room,393
144_1,1,144,0,room,393
144_2,2,144,0,room,393
144_3,3,144,0,room,393
144_4,4,144,0,room,393
144_5,5,144,0,room,393
144_6,6,144,0,room,393
144_7,7,144,0,room,393
144_8,8,144,0,room,393
144_9,9,144,0,room,393
144_10,10,144,1,room,393
144_11,11,144,1,room,393
144_12,12,144,1,room,393
144_13,13,144,1,room,393
144_14,14,144,1,room,393
144_15,15,144,1,room,393
144_16,16,144,1,room,393
144_17,17,144,1,room,393
144_18,18,144,1,room,393
144_19,19,144,1,room,393
145_0,0,145,0,reception,91
145_1,1,145,0,reception,91
145_2,2,145,0,reception,91
145_3,3,145,0,reception,91
145_4,4,145,0,reception,91
145_5,5,145,0,reception,91
145_6,6,145,0,reception,91
145_7,7,145,0,reception,91
145_8,8,145,0,reception,91
145_9,9,145,0,reception,91
145_10,10,145,1,reception,91
145_11,11,145,1,reception,91
145_12,12,145,1,reception,91
145_13,13,145,1,reception,91
145_14,14,145,1,reception,91
145_15,15,145,1,reception,91
145_16,16,145,1,reception,91
145_17,17,145,1,reception,91
145_18,18,145,1,reception,91
145_19,19,145,1,reception,91
146_0,0,146,0,pool,91
146_1,1,146,0,pool,91
146_2,2,146,0,pool,91
146_3,3,146,0,pool,91
146_4,4,146,0,pool,91
146_5,5,146,0,pool,91
146_6,6,146,0,pool,91
146_7,7,146,0,pool,91
146_8,8,146,0,pool,91
146_9,9,146,0,pool,91
147_0,0,147,0,restaurant,91
147_1,1,147,0,restaurant,91
147_2,2,147,0,restaurant,91
147_3,3,147,0,restaurant,91
147_4,4,147,0,restaurant,91
147_5,5,147,0,restaurant,91
147_6,6,147,0,restaurant,91
147_7,7,147,0,restaurant,91
147_8,8,147,0,restaurant,91
147_9,9,147,0,restaurant,91
147_10,10,147,1,restaurant,91
147_11,11,147,1,restaurant,91
147_12,12,147,1,restaurant,91
147_13,13,147,1,restaurant,91
147_14,14,147,1,restaurant,91
147_15,15,147,1,restaurant,91
147_16,16,147,1,restaurant,91
147_17,17,147,1,restaurant,91
147_18,18,147,1,restaurant,91
147_19,19,147,1,restaurant,91
148_0,0,148,0,renovation_room,373
148_1,1,148,0,renovation_room,373
148_2,2,148,0,renovation_room,373
148_3,3,148,0,renovation_room,373
148_4,4,148,0,renovation_room,373
148_5,5,148,1,renovation_room,373
148_6,6,148,1,renovation_room,373
148_7,7,148,1,renovation_room,373
148_8,8,148,1,renovation_room,373
148_9,9,148,1,renovation_room,373
148_10,10,148,1,renovation_room,373
148_11,11,148,1,renovation_room,373
148_12,12,148,1,renovation_room,373
148_13,13,148,1,renovation_room,373
148_14,14,148,1,renovation_room,373
149_0,0,149,0,restaurant,373
149_1,1,149,0,restaurant,373
149_2,2,149,0,restaurant,373
149_3,3,149,0,restaurant,373
149_4,4,149,0,restaurant,373
