,Edita,Alina,Andrei,Liviu,Oana,Silviu,Mada,Meli,least2,gold
256_7,3.0,3.0,,,,,,,True,1
256_8,3.0,3.0,,,,,,,True,1
256_9,1.0,3.0,,,,,,,True,1
256_10,3.0,3.0,,,,,,,True,1
256_11,3.0,3.0,,,,,,,True,1
256_12,3.0,3.0,,,,,,,True,1
256_13,1.0,1.0,,,,,,,True,1
256_14,3.0,3.0,,,,,,,True,1
256_15,3.0,3.0,,,,,,,True,1
256_16,3.0,3.0,,,,,,,True,1
256_17,3.0,3.0,,,,,,,True,1
256_18,3.0,3.0,,,,,,,True,1
256_19,3.0,3.0,,,,,,,True,1
257_0,3.0,3.0,,,,,,,True,1
257_1,3.0,3.0,,,,,,,True,1
257_2,3.0,3.0,,,,,,,True,1
257_3,3.0,3.0,,,,,,,True,1
257_4,3.0,3.0,,,,,,,True,1
257_5,3.0,3.0,,,,,,,True,1
257_6,3.0,3.0,,,,,,,True,1
257_7,1.0,1.0,,,,,,,True,1
257_8,3.0,3.0,,,,,,,True,1
257_9,3.0,3.0,,,,,,,True,1
257_10,3.0,3.0,,,,,,,True,1
257_11,1.0,3.0,,,,,,,True,1
257_12,1.0,3.0,,,,,,,True,1
257_13,3.0,3.0,,,,,,,True,1
257_14,3.0,3.0,,,,,,,True,1
257_15,3.0,1.0,,,,,,,True,1
257_16,3.0,1.0,,,,,,,True,1
257_17,3.0,1.0,,,,,,,True,1
257_18,1.0,1.0,,,,,,,True,1
257_19,1.0,3.0,,,,,,,True,1
257_20,3.0,3.0,,,,,,,True,1
257_21,3.0,3.0,,,,,,,True,1
257_22,3.0,3.0,,,,,,,True,1
257_23,1.0,1.0,,,,,,,True,1
257_24,3.0,1.0,,,,,,,True,1
257_25,3.0,3.0,,,,,,,True,1
257_26,3.0,3.0,,,,,,,True,1
257_27,3.0,3.0,,,,,,,True,1
257_28,3.0,3.0,,,,,,,True,1
257_29,3.0,3.0,,,,,,,True,1
258_0,3.0,3.0,,,,,,,True,1
258_1,1.0,3.0,,,,,,,True,1
258_2,1.0,1.0,,,,,,,True,1
258_3,3.0,3.0,,,,,,,True,1
258_4,3.0,3.0,,,,,,,True,1
258_5,3.0,3.0,,,,,,,True,1
258_6,3.0,3.0,,,,,,,True,1
258_7,3.0,3.0,,,,,,,True,1
258_8,3.0,3.0,,,,,,,True,1
258_9,3.0,3.0,,,,,,,True,1
258_10,3.0,1.0,,,,,,,True,1
258_11,3.0,3.0,,,,,,,True,1
258_12,3.0,3.0,,,,,,,True,1
258_13,3.0,3.0,,,,,,,True,1
258_14,3.0,3.0,,,,,,,True,1
258_15,3.0,3.0,,,,,,,True,1
258_16,3.0,3.0,,,,,,,True,1
258_17,3.0,3.0,,,,,,,True,1
258_18,3.0,3.0,,,,,,,True,1
258_19,3.0,3.0,,,,,,,True,1
170_0,3.0,,,,,,,3.0,True,1
170_1,3.0,,,,,,,3.0,True,1
170_2,1.0,,,,,,,3.0,True,1
170_3,3.0,,,,,,,3.0,True,1
170_4,3.0,,,,,,,3.0,True,1
170_5,3.0,,,,,,,3.0,True,1
170_6,3.0,,,,,,,3.0,True,1
170_7,3.0,,,,,,,3.0,True,1
170_8,3.0,,,,,,,3.0,True,1
170_9,3.0,,,,,,,3.0,True,1
170_10,3.0,,,,,,,3.0,True,1
170_11,3.0,,,,,,,3.0,True,1
170_12,3.0,,,,,,,3.0,True,1
170_14,3.0,,,,,,,3.0,True,1
170_15,3.0,,,,,,,1.0,True,1
170_16,3.0,,,,,,,3.0,True,1
170_17,3.0,,,,,,,3.0,True,1
170_18,1.0,,,,,,,3.0,True,1
170_19,3.0,,,,,,,3.0,True,1
170_20,3.0,,,,,,,3.0,True,1
170_21,1.0,,,,,,,1.0,True,1
170_22,1.0,,,,,,,1.0,True,1
170_23,3.0,,,,,,,3.0,True,1
170_24,1.0,,,,,,,1.0,True,1
170_25,3.0,,,,,,,3.0,True,1
170_26,3.0,,,,,,,3.0,True,1
170_27,3.0,,,,,,,3.0,True,1
170_28,3.0,,,,,,,3.0,True,1
170_29,1.0,,,,,,,3.0,True,1
170_30,3.0,,,,,,,3.0,True,1
170_31,3.0,,,,,,,3.0,True,1
170_32,3.0,,,,,,,3.0,True,1
170_33,3.0,,,,,,,3.0,True,1
170_34,3.0,,,,,,,3.0,True,1
259_0,1.0,3.0,,,,,,,True,1
259_1,3.0,3.0,,,,,,,True,1
259_2,3.0,3.0,,,,,,,True,1
259_3,3.0,3.0,,,,,,,True,1
259_4,3.0,3.0,,,,,,,True,1
259_5,3.0,3.0,,,,,,,True,1
259_6,3.0,3.0,,,,,,,True,1
259_7,1.0,1.0,,,,,,,True,1
259_8,1.0,3.0,,,,,,,True,1
259_9,3.0,3.0,,,,,,,True,1
259_10,3.0,3.0,,,,,,,True,1
259_11,3.0,3.0,,,,,,,True,1
259_12,3.0,3.0,,,,,,,True,1
259_13,3.0,1.0,,,,,,,True,1
259_14,3.0,3.0,,,,,,,True,1
259_15,3.0,3.0,,,,,,,True,1
259_16,3.0,3.0,,,,,,,True,1
259_17,3.0,3.0,,,,,,,True,1
259_18,3.0,3.0,,,,,,,True,1
259_19,1.0,1.0,,,,,,,True,1
260_0,3.0,3.0,,,,,,,True,1
260_1,3.0,3.0,,,,,,,True,1
260_2,3.0,1.0,,,,,,,True,1
260_3,3.0,3.0,,,,,,,True,1
260_4,3.0,3.0,,,,,,,True,1
260_5,1.0,1.0,,,,,,,True,1
260_6,1.0,1.0,,,,,,,True,1
260_7,3.0,3.0,,,,,,,True,1
260_8,3.0,3.0,,,,,,,True,1
260_9,3.0,3.0,,,,,,,True,1
261_0,3.0,3.0,,,,,,,True,1
261_1,3.0,3.0,,,,,,,True,1
261_2,3.0,3.0,,,,,,,True,1
261_3,3.0,3.0,,,,,,,True,1
261_4,3.0,3.0,,,,,,,True,1
261_5,3.0,3.0,,,,,,,True,1
261_6,3.0,3.0,,,,,,,True,1
261_7,3.0,3.0,,,,,,,True,1
261_8,3.0,3.0,,,,,,,True,1
261_9,3.0,3.0,,,,,,,True,1
261_10,3.0,3.0,,,,,,,True,1
261_11,1.0,1.0,,,,,,,True,1
261_12,1.0,3.0,,,,,,,True,1
261_13,3.0,3.0,,,,,,,True,1
261_14,1.0,1.0,,,,,,,True,1
261_15,3.0,3.0,,,,,,,True,1
261_16,3.0,3.0,,,,,,,True,1
261_17,3.0,3.0,,,,,,,True,1
261_18,1.0,3.0,,,,,,,True,1
261_19,1.0,1.0,,,,,,,True,1
171_0,3.0,,,,,,,3.0,True,1
171_1,3.0,,,,,,,3.0,True,1
171_2,3.0,,,,,,,1.0,True,1
171_3,3.0,,,,,,,3.0,True,1
171_4,3.0,,,,,,,1.0,True,1
171_5,3.0,,,,,,,3.0,True,1
171_6,3.0,,,,,,,3.0,True,1
171_7,3.0,,,,,,,3.0,True,1
171_8,3.0,,,,,,,3.0,True,1
171_9,3.0,,,,,,,3.0,True,1
171_10,3.0,,,,,,,3.0,True,1
171_11,3.0,,,,,,,3.0,True,1
171_12,3.0,,,,,,,3.0,True,1
171_13,1.0,,,,,,,1.0,True,1
171_14,3.0,,,,,,,3.0,True,1
171_16,3.0,,,,,,,3.0,True,1
171_17,1.0,,,,,,,1.0,True,1
171_18,1.0,,,,,,,1.0,True,1
171_19,1.0,,,,,,,1.0,True,1
171_20,3.0,,,,,,,3.0,True,1
171_21,3.0,,,,,,,3.0,True,1
171_22,3.0,,,,,,,3.0,True,1
171_23,3.0,,,,,,,3.0,True,1
171_24,3.0,,,,,,,3.0,True,1
171_26,3.0,,,,,,,3.0,True,1
171_28,3.0,,,,,,,3.0,True,1
171_29,3.0,,,,,,,3.0,True,1
262_0,3.0,3.0,,,,,,,True,1
262_1,3.0,3.0,,,,,,,True,1
262_2,3.0,3.0,,,,,,,True,1
262_3,3.0,3.0,,,,,,,True,1
262_4,3.0,3.0,,,,,,,True,1
262_5,3.0,3.0,,,,,,,True,1
262_6,3.0,3.0,,,,,,,True,1
262_7,3.0,3.0,,,,,,,True,1
262_8,3.0,3.0,,,,,,,True,1
262_9,3.0,3.0,,,,,,,True,1
262_10,3.0,3.0,,,,,,,True,1
262_11,3.0,3.0,,,,,,,True,1
262_12,3.0,3.0,,,,,,,True,1
262_13,3.0,3.0,,,,,,,True,1
262_14,3.0,3.0,,,,,,,True,1
262_15,3.0,3.0,,,,,,,True,1
262_16,3.0,3.0,,,,,,,True,1
262_17,3.0,3.0,,,,,,,True,1
262_18,3.0,3.0,,,,,,,True,1
262_19,3.0,3.0,,,,,,,True,1
263_0,3.0,3.0,,,,,,,True,1
263_1,1.0,3.0,,,,,,,True,1
263_2,3.0,3.0,,,,,,,True,1
263_3,3.0,3.0,,,,,,,True,1
263_4,1.0,1.0,,,,,,,True,1
263_5,3.0,3.0,,,,,,,True,1
263_6,1.0,3.0,,,,,,,True,1
263_7,3.0,3.0,,,,,,,True,1
263_8,1.0,1.0,,,,,,,True,1
263_9,3.0,3.0,,,,,,,True,1
263_10,3.0,3.0,,,,,,,True,1
263_11,3.0,3.0,,,,,,,True,1
263_12,3.0,3.0,,,,,,,True,1
263_13,3.0,3.0,,,,,,,True,1
263_14,3.0,3.0,,,,,,,True,1
263_15,3.0,3.0,,,,,,,True,1
263_16,3.0,3.0,,,,,,,True,1
263_17,3.0,3.0,,,,,,,True,1
263_18,3.0,3.0,,,,,,,True,1
263_19,3.0,3.0,,,,,,,True,1
263_20,3.0,3.0,,,,,,,True,1
263_21,3.0,3.0,,,,,,,True,1
263_22,3.0,3.0,,,,,,,True,1
263_23,3.0,3.0,,,,,,,True,1
263_24,3.0,3.0,,,,,,,True,1
263_25,3.0,3.0,,,,,,,True,1
263_26,3.0,3.0,,,,,,,True,1
263_27,3.0,3.0,,,,,,,True,1
263_28,3.0,3.0,,,,,,,True,1
264_0,1.0,3.0,,,,,,,True,1
264_1,3.0,3.0,,,,,,,True,1
264_2,3.0,3.0,,,,,,,True,1
264_3,3.0,3.0,,,,,,,True,1
264_4,3.0,3.0,,,,,,,True,1
264_5,3.0,3.0,,,,,,,True,1
264_6,3.0,1.0,,,,,,,True,1
264_7,3.0,3.0,,,,,,,True,1
264_8,3.0,3.0,,,,,,,True,1
264_9,3.0,3.0,,,,,,,True,1
264_10,3.0,3.0,,,,,,,True,1
264_11,3.0,3.0,,,,,,,True,1
264_12,1.0,3.0,,,,,,,True,1
264_13,3.0,3.0,,,,,,,True,1
264_14,3.0,3.0,,,,,,,True,1
264_15,3.0,3.0,,,,,,,True,1
264_16,3.0,3.0,,,,,,,True,1
264_17,1.0,3.0,,,,,,,True,1
264_18,3.0,3.0,,,,,,,True,1
264_19,3.0,3.0,,,,,,,True,1
265_0,3.0,3.0,,,,,,,True,1
265_1,3.0,3.0,,,,,,,True,1
265_2,3.0,3.0,,,,,,,True,1
265_3,3.0,3.0,,,,,,,True,1
265_4,3.0,3.0,,,,,,,True,1
265_5,3.0,3.0,,,,,,,True,1
265_6,3.0,3.0,,,,,,,True,1
265_7,3.0,3.0,,,,,,,True,1
265_8,3.0,3.0,,,,,,,True,1
265_9,3.0,3.0,,,,,,,True,1
266_0,3.0,3.0,,,,,,,True,1
266_1,3.0,3.0,,,,,,,True,1
266_2,3.0,3.0,,,,,,,True,1
266_3,3.0,3.0,,,,,,,True,1
266_4,3.0,3.0,,,,,,,True,1
266_5,3.0,3.0,,,,,,,True,1
266_6,3.0,3.0,,,,,,,True,1
266_7,3.0,1.0,,,,,,,True,1
266_8,3.0,3.0,,,,,,,True,1
266_9,3.0,3.0,,,,,,,True,1
266_10,3.0,3.0,,,,,,,True,1
266_11,3.0,3.0,,,,,,,True,1
266_12,1.0,1.0,,,,,,,True,1
266_13,3.0,3.0,,,,,,,True,1
266_14,3.0,3.0,,,,,,,True,1
266_15,3.0,3.0,,,,,,,True,1
266_16,3.0,3.0,,,,,,,True,1
266_17,3.0,3.0,,,,,,,True,1
266_18,3.0,3.0,,,,,,,True,1
266_19,3.0,3.0,,,,,,,True,1
172_0,3.0,,,,,,,3.0,True,1
172_1,3.0,,,,,,,3.0,True,1
172_2,3.0,,,,,,,3.0,True,1
172_3,3.0,,,,,,,3.0,True,1
172_4,3.0,,,,,,,3.0,True,1
172_5,3.0,,,,,,,3.0,True,1
172_6,3.0,,,,,,,3.0,True,1
172_7,3.0,,,,,,,3.0,True,1
172_8,3.0,,,,,,,3.0,True,1
172_9,3.0,,,,,,,3.0,True,1
172_10,1.0,,,,,,,1.0,True,1
172_11,3.0,,,,,,,3.0,True,1
172_12,1.0,,,,,,,1.0,True,1
172_13,3.0,,,,,,,3.0,True,1
172_14,3.0,,,,,,,3.0,True,1
172_15,3.0,,,,,,,1.0,True,1
172_16,3.0,,,,,,,3.0,True,1
172_17,1.0,,,,,,,1.0,True,1
172_18,3.0,,,,,,,3.0,True,1
172_19,3.0,,,,,,,3.0,True,1
172_20,3.0,,,,,,,3.0,True,1
172_21,1.0,,,,,,,1.0,True,1
172_23,1.0,,,,,,,1.0,True,1
267_0,1.0,3.0,,,,,,,True,1
267_1,1.0,3.0,,,,,,,True,1
267_2,3.0,3.0,,,,,,,True,1
267_3,3.0,3.0,,,,,,,True,1
267_4,3.0,3.0,,,,,,,True,1
267_5,3.0,3.0,,,,,,,True,1
267_6,3.0,3.0,,,,,,,True,1
267_7,3.0,3.0,,,,,,,True,1
267_8,3.0,3.0,,,,,,,True,1
267_9,3.0,3.0,,,,,,,True,1
268_0,3.0,3.0,,,,,,,True,1
268_1,3.0,3.0,,,,,,,True,1
268_2,3.0,3.0,,,,,,,True,1
268_3,3.0,3.0,,,,,,,True,1
268_4,3.0,3.0,,,,,,,True,1
268_5,3.0,3.0,,,,,,,True,1
268_6,3.0,3.0,,,,,,,True,1
268_7,3.0,3.0,,,,,,,True,1
268_8,3.0,3.0,,,,,,,True,1
268_9,3.0,3.0,,,,,,,True,1
268_10,3.0,3.0,,,,,,,True,1
268_11,3.0,3.0,,,,,,,True,1
268_12,1.0,3.0,,,,,,,True,1
268_13,3.0,3.0,,,,,,,True,1
268_14,3.0,3.0,,,,,,,True,1
268_15,1.0,3.0,,,,,,,True,1
268_16,3.0,3.0,,,,,,,True,1
268_17,3.0,3.0,,,,,,,True,1
268_18,1.0,3.0,,,,,,,True,1
268_19,3.0,3.0,,,,,,,True,1
268_20,3.0,3.0,,,,,,,True,1
268_21,3.0,3.0,,,,,,,True,1
268_22,3.0,3.0,,,,,,,True,1
268_23,3.0,3.0,,,,,,,True,1
268_24,3.0,3.0,,,,,,,True,1
268_25,3.0,3.0,,,,,,,True,1
268_26,3.0,3.0,,,,,,,True,1
268_27,3.0,3.0,,,,,,,True,1
268_28,3.0,3.0,,,,,,,True,1
173_0,3.0,,,,,,,3.0,True,1
173_1,3.0,,,,,,,1.0,True,1
173_2,3.0,,,,,,,3.0,True,1
173_3,3.0,,,,,,,3.0,True,1
173_4,3.0,,,,,,,3.0,True,1
173_5,3.0,,,,,,,3.0,True,1
173_6,3.0,,,,,,,1.0,True,1
173_7,3.0,,,,,,,3.0,True,1
173_8,3.0,,,,,,,3.0,True,1
173_9,3.0,,,,,,,1.0,True,1
173_10,3.0,,,,,,,3.0,True,1
173_11,3.0,,,,,,,3.0,True,1
173_12,3.0,,,,,,,3.0,True,1
173_13,3.0,,,,,,,3.0,True,1
173_14,3.0,,,,,,,3.0,True,1
173_15,3.0,,,,,,,3.0,True,1
173_16,3.0,,,,,,,3.0,True,1
173_17,3.0,,,,,,,3.0,True,1
173_18,3.0,,,,,,,3.0,True,1
173_19,3.0,,,,,,,3.0,True,1
174_0,1.0,,,,,,,1.0,True,1
174_1,1.0,,,,,,,1.0,True,1
174_2,3.0,,,,,,,1.0,True,1
174_3,1.0,,,,,,,3.0,True,1
174_4,1.0,,,,,,,1.0,True,1
174_5,1.0,,,,,,,3.0,True,1
174_6,3.0,,,,,,,3.0,True,1
174_7,3.0,,,,,,,3.0,True,1
174_8,3.0,,,,,,,3.0,True,1
174_9,3.0,,,,,,,3.0,True,1
174_10,3.0,,,,,,,3.0,True,1
174_11,3.0,,,,,,,3.0,True,1
174_12,3.0,,,,,,,3.0,True,1
174_13,3.0,,,,,,,3.0,True,1
174_14,3.0,,,,,,,3.0,True,1
174_15,3.0,,,,,,,3.0,True,1
174_16,3.0,,,,,,,3.0,True,1
174_17,3.0,,,,,,,3.0,True,1
174_18,3.0,,,,,,,3.0,True,1
174_19,3.0,,,,,,,3.0,True,1
175_0,3.0,,,,,,,3.0,True,1
175_1,3.0,,,,,,,3.0,True,1
175_2,3.0,,,,,,,3.0,True,1
175_3,3.0,,,,,,,3.0,True,1
175_4,3.0,,,,,,,3.0,True,1
175_5,3.0,,,,,,,3.0,True,1
175_6,3.0,,,,,,,3.0,True,1
175_7,3.0,,,,,,,3.0,True,1
175_8,1.0,,,,,,,3.0,True,1
175_9,1.0,,,,,,,1.0,True,1
175_10,3.0,,,,,,,3.0,True,1
175_11,3.0,,,,,,,3.0,True,1
175_12,3.0,,,,,,,3.0,True,1
175_13,3.0,,,,,,,3.0,True,1
175_14,3.0,,,,,,,3.0,True,1
175_15,3.0,,,,,,,3.0,True,1
175_16,3.0,,,,,,,3.0,True,1
175_17,3.0,,,,,,,3.0,True,1
175_18,3.0,,,,,,,3.0,True,1
175_19,3.0,,,,,,,3.0,True,1
269_0,3.0,3.0,,,,,,,True,1
269_1,3.0,3.0,,,,,,,True,1
269_2,3.0,3.0,,,,,,,True,1
269_3,3.0,3.0,,,,,,,True,1
269_4,3.0,3.0,,,,,,,True,1
269_5,3.0,3.0,,,,,,,True,1
269_6,3.0,3.0,,,,,,,True,1
269_7,3.0,3.0,,,,,,,True,1
269_8,3.0,3.0,,,,,,,True,1
269_9,3.0,3.0,,,,,,,True,1
269_10,3.0,3.0,,,,,,,True,1
269_11,1.0,1.0,,,,,,,True,1
269_12,3.0,3.0,,,,,,,True,1
269_13,3.0,3.0,,,,,,,True,1
269_14,3.0,3.0,,,,,,,True,1
269_15,3.0,3.0,,,,,,,True,1
269_16,3.0,3.0,,,,,,,True,1
269_17,1.0,1.0,,,,,,,True,1
269_18,3.0,3.0,,,,,,,True,1
269_19,3.0,1.0,,,,,,,True,1
269_20,3.0,3.0,,,,,,,True,1
269_21,1.0,1.0,,,,,,,True,1
269_22,3.0,3.0,,,,,,,True,1
269_23,1.0,1.0,,,,,,,True,1
269_24,3.0,3.0,,,,,,,True,1
269_25,3.0,3.0,,,,,,,True,1
269_26,1.0,1.0,,,,,,,True,1
269_27,1.0,3.0,,,,,,,True,1
269_28,3.0,3.0,,,,,,,True,1
269_29,1.0,3.0,,,,,,,True,1
269_30,3.0,3.0,,,,,,,True,1
269_31,3.0,3.0,,,,,,,True,1
269_32,3.0,3.0,,,,,,,True,1
269_33,3.0,3.0,,,,,,,True,1
269_34,3.0,1.0,,,,,,,True,1
269_35,3.0,3.0,,,,,,,True,1
269_36,3.0,3.0,,,,,,,True,1
269_37,3.0,3.0,,,,,,,True,1
269_38,3.0,3.0,,,,,,,True,1
269_39,1.0,1.0,,,,,,,True,1
270_0,3.0,3.0,,,,,,,True,1
270_1,3.0,3.0,,,,,,,True,1
270_2,3.0,3.0,,,,,,,True,1
270_3,3.0,3.0,,,,,,,True,1
270_4,3.0,3.0,,,,,,,True,1
270_5,3.0,1.0,,,,,,,True,1
270_6,3.0,1.0,,,,,,,True,1
270_7,3.0,1.0,,,,,,,True,1
270_8,3.0,3.0,,,,,,,True,1
270_9,3.0,3.0,,,,,,,True,1
270_10,3.0,3.0,,,,,,,True,1
270_11,3.0,3.0,,,,,,,True,1
270_12,3.0,3.0,,,,,,,True,1
270_13,3.0,3.0,,,,,,,True,1
270_14,1.0,1.0,,,,,,,True,1
270_15,3.0,3.0,,,,,,,True,1
270_16,1.0,3.0,,,,,,,True,1
270_17,3.0,3.0,,,,,,,True,1
270_18,3.0,3.0,,,,,,,True,1
270_19,1.0,1.0,,,,,,,True,1
270_20,1.0,1.0,,,,,,,True,1
270_21,1.0,1.0,,,,,,,True,1
270_22,3.0,3.0,,,,,,,True,1
270_23,3.0,1.0,,,,,,,True,1
270_24,3.0,3.0,,,,,,,True,1
270_25,1.0,1.0,,,,,,,True,1
270_26,3.0,3.0,,,,,,,True,1
271_0,3.0,3.0,,,,,,,True,1
271_1,1.0,3.0,,,,,,,True,1
271_2,1.0,1.0,,,,,,,True,1
271_3,3.0,3.0,,,,,,,True,1
271_4,3.0,3.0,,,,,,,True,1
271_5,3.0,3.0,,,,,,,True,1
271_6,3.0,3.0,,,,,,,True,1
271_7,3.0,3.0,,,,,,,True,1
271_8,3.0,3.0,,,,,,,True,1
271_9,3.0,3.0,,,,,,,True,1
271_10,1.0,1.0,,,,,,,True,1
271_11,3.0,3.0,,,,,,,True,1
271_12,1.0,3.0,,,,,,,True,1
271_13,3.0,3.0,,,,,,,True,1
271_14,3.0,3.0,,,,,,,True,1
271_15,3.0,3.0,,,,,,,True,1
271_16,3.0,3.0,,,,,,,True,1
271_17,1.0,1.0,,,,,,,True,1
271_18,3.0,3.0,,,,,,,True,1
271_19,3.0,3.0,,,,,,,True,1
176_0,3.0,,,,,,,3.0,True,1
176_1,3.0,,,,,,,3.0,True,1
176_2,3.0,,,,,,,3.0,True,1
176_3,1.0,,,,,,,3.0,True,1
176_4,1.0,,,,,,,1.0,True,1
176_5,1.0,,,,,,,1.0,True,1
176_6,3.0,,,,,,,3.0,True,1
176_7,1.0,,,,,,,3.0,True,1
176_8,3.0,,,,,,,3.0,True,1
176_9,1.0,,,,,,,1.0,True,1
176_10,3.0,,,,,,,3.0,True,1
176_11,3.0,,,,,,,3.0,True,1
176_12,3.0,,,,,,,3.0,True,1
176_13,3.0,,,,,,,3.0,True,1
176_14,3.0,,,,,,,3.0,True,1
176_15,3.0,,,,,,,3.0,True,1
176_16,3.0,,,,,,,3.0,True,1
176_17,3.0,,,,,,,3.0,True,1
176_18,3.0,,,,,,,3.0,True,1
176_19,3.0,,,,,,,3.0,True,1
177_0,1.0,,,,,,,1.0,True,1
177_1,3.0,,,,,,,3.0,True,1
177_2,1.0,,,,,,,3.0,True,1
177_3,3.0,,,,,,,1.0,True,1
177_4,3.0,,,,,,,3.0,True,1
177_5,1.0,,,,,,,1.0,True,1
177_6,3.0,,,,,,,1.0,True,1
177_7,3.0,,,,,,,3.0,True,1
177_8,3.0,,,,,,,3.0,True,1
177_9,3.0,,,,,,,1.0,True,1
177_10,3.0,,,,,,,3.0,True,1
177_11,3.0,,,,,,,3.0,True,1
177_12,3.0,,,,,,,3.0,True,1
177_13,3.0,,,,,,,3.0,True,1
177_14,3.0,,,,,,,3.0,True,1
